source name	characteristics[organism]	characteristics[organism part]	characteristics[age]	characteristics[sex]	characteristics[disease]	characteristics[ancestry category]	characteristics[biological replicate]	characteristics[individual]	characteristics[developmental stage]	characteristics[cell type]	Material Type	assay name	technology type	comment[label]	comment[instrument]	comment[fraction identifier]	comment[technical replicate]	comment[dissociation method]	comment[collision energy]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[data file]	comment[file uri]	factor value[organism part]
PXD016999-Sample-23	Homo sapiens	Skin - Not Sun Exposed (Suprapubic)	not available	not available	not available	not available	1	11GSP	not available	not available	tissue	run 370	proteomic profiling by mass spectrometry	TMT127C	NT=Orbitrap Fusion;AC=MS:1002416	10	1	CID	35% NCE	AC=MS:1001251;NT=Trypsin	NT=TMT6plex;TA=K;MT=Variable;AC=UNIMOD:737	NT=TMT6plex;PP=Any N-term;MT=Variable;AC=UNIMOD:737	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	10 ppm	0.6 Da	SecondInstrument_Sample3_121115_Fr10.raw	ftp://ftp.pride.ebi.ac.uk/pride-archive/2020/11/PXD016999/SecondInstrument_Sample3_121115_Fr10.raw	Skin - Not Sun Exposed (Suprapubic)
PXD016999-Sample-24	Homo sapiens	Spleen	not available	not available	not available	not available	2	YEC4	not available	not available	tissue	run 370	proteomic profiling by mass spectrometry	TMT128N	NT=Orbitrap Fusion;AC=MS:1002416	10	1	CID	35% NCE	AC=MS:1001251;NT=Trypsin	NT=TMT6plex;TA=K;MT=Variable;AC=UNIMOD:737	NT=TMT6plex;PP=Any N-term;MT=Variable;AC=UNIMOD:737	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	10 ppm	0.6 Da	SecondInstrument_Sample3_121115_Fr10.raw	ftp://ftp.pride.ebi.ac.uk/pride-archive/2020/11/PXD016999/SecondInstrument_Sample3_121115_Fr10.raw	Spleen
PXD016999-Sample-25	Homo sapiens	Lung	not available	not available	not available	not available	2	13OW8	not available	not available	tissue	run 370	proteomic profiling by mass spectrometry	TMT128C	NT=Orbitrap Fusion;AC=MS:1002416	10	1	CID	35% NCE	AC=MS:1001251;NT=Trypsin	NT=TMT6plex;TA=K;MT=Variable;AC=UNIMOD:737	NT=TMT6plex;PP=Any N-term;MT=Variable;AC=UNIMOD:737	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	10 ppm	0.6 Da	SecondInstrument_Sample3_121115_Fr10.raw	ftp://ftp.pride.ebi.ac.uk/pride-archive/2020/11/PXD016999/SecondInstrument_Sample3_121115_Fr10.raw	Lung
PXD016999-Sample-26	Homo sapiens	Pancreas	not available	not available	not available	not available	2	YEC4	not available	not available	tissue	run 370	proteomic profiling by mass spectrometry	TMT129N	NT=Orbitrap Fusion;AC=MS:1002416	10	1	CID	35% NCE	AC=MS:1001251;NT=Trypsin	NT=TMT6plex;TA=K;MT=Variable;AC=UNIMOD:737	NT=TMT6plex;PP=Any N-term;MT=Variable;AC=UNIMOD:737	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	10 ppm	0.6 Da	SecondInstrument_Sample3_121115_Fr10.raw	ftp://ftp.pride.ebi.ac.uk/pride-archive/2020/11/PXD016999/SecondInstrument_Sample3_121115_Fr10.raw	Pancreas
PXD016999-Sample-27	Homo sapiens	heart atrial appendage	not available	not available	not available	not available	2	13D11	not available	not available	tissue	run 370	proteomic profiling by mass spectrometry	TMT129C	NT=Orbitrap Fusion;AC=MS:1002416	10	1	CID	35% NCE	AC=MS:1001251;NT=Trypsin	NT=TMT6plex;TA=K;MT=Variable;AC=UNIMOD:737	NT=TMT6plex;PP=Any N-term;MT=Variable;AC=UNIMOD:737	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	10 ppm	0.6 Da	SecondInstrument_Sample3_121115_Fr10.raw	ftp://ftp.pride.ebi.ac.uk/pride-archive/2020/11/PXD016999/SecondInstrument_Sample3_121115_Fr10.raw	heart atrial appendage
PXD016999-Sample-28	Homo sapiens	thyroid gland	not available	not available	not available	not available	2	13FTW	not available	not available	tissue	run 370	proteomic profiling by mass spectrometry	TMT130N	NT=Orbitrap Fusion;AC=MS:1002416	10	1	CID	35% NCE	AC=MS:1001251;NT=Trypsin	NT=TMT6plex;TA=K;MT=Variable;AC=UNIMOD:737	NT=TMT6plex;PP=Any N-term;MT=Variable;AC=UNIMOD:737	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	10 ppm	0.6 Da	SecondInstrument_Sample3_121115_Fr10.raw	ftp://ftp.pride.ebi.ac.uk/pride-archive/2020/11/PXD016999/SecondInstrument_Sample3_121115_Fr10.raw	thyroid gland
PXD016999-Sample-29	Homo sapiens	Esophagus Gastroesophageal Junction	not available	not available	not available	not available	2	12WSD	not available	not available	tissue	run 370	proteomic profiling by mass spectrometry	TMT130C	NT=Orbitrap Fusion;AC=MS:1002416	10	1	CID	35% NCE	AC=MS:1001251;NT=Trypsin	NT=TMT6plex;TA=K;MT=Variable;AC=UNIMOD:737	NT=TMT6plex;PP=Any N-term;MT=Variable;AC=UNIMOD:737	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	10 ppm	0.6 Da	SecondInstrument_Sample3_121115_Fr10.raw	ftp://ftp.pride.ebi.ac.uk/pride-archive/2020/11/PXD016999/SecondInstrument_Sample3_121115_Fr10.raw	Esophagus Gastroesophageal Junction
PXD016999-Sample-30	Homo sapiens	Norm	not available	not available	not available	not available	1	pool	not available	not available	tissue	run 370	proteomic profiling by mass spectrometry	TMT131	NT=Orbitrap Fusion;AC=MS:1002416	10	1	CID	35% NCE	AC=MS:1001251;NT=Trypsin	NT=TMT6plex;TA=K;MT=Variable;AC=UNIMOD:737	NT=TMT6plex;PP=Any N-term;MT=Variable;AC=UNIMOD:737	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	10 ppm	0.6 Da	SecondInstrument_Sample3_121115_Fr10.raw	ftp://ftp.pride.ebi.ac.uk/pride-archive/2020/11/PXD016999/SecondInstrument_Sample3_121115_Fr10.raw	Norm
PXD016999-Sample-21	Homo sapiens	Norm	not available	not available	not available	not available	1	pool	not available	not available	tissue	run 371	proteomic profiling by mass spectrometry	TMT126	NT=Orbitrap Fusion;AC=MS:1002416	11	1	CID	35% NCE	AC=MS:1001251;NT=Trypsin	NT=TMT6plex;TA=K;MT=Variable;AC=UNIMOD:737	NT=TMT6plex;PP=Any N-term;MT=Variable;AC=UNIMOD:737	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	10 ppm	0.6 Da	SecondInstrument_Sample3_121115_Fr11.raw	ftp://ftp.pride.ebi.ac.uk/pride-archive/2020/11/PXD016999/SecondInstrument_Sample3_121115_Fr11.raw	Norm
PXD016999-Sample-22	Homo sapiens	Liver	not available	not available	not available	not available	1	U3ZN	not available	not available	tissue	run 371	proteomic profiling by mass spectrometry	TMT127N	NT=Orbitrap Fusion;AC=MS:1002416	11	1	CID	35% NCE	AC=MS:1001251;NT=Trypsin	NT=TMT6plex;TA=K;MT=Variable;AC=UNIMOD:737	NT=TMT6plex;PP=Any N-term;MT=Variable;AC=UNIMOD:737	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	10 ppm	0.6 Da	SecondInstrument_Sample3_121115_Fr11.raw	ftp://ftp.pride.ebi.ac.uk/pride-archive/2020/11/PXD016999/SecondInstrument_Sample3_121115_Fr11.raw	Liver
PXD016999-Sample-23	Homo sapiens	Skin - Not Sun Exposed (Suprapubic)	not available	not available	not available	not available	1	11GSP	not available	not available	tissue	run 371	proteomic profiling by mass spectrometry	TMT127C	NT=Orbitrap Fusion;AC=MS:1002416	11	1	CID	35% NCE	AC=MS:1001251;NT=Trypsin	NT=TMT6plex;TA=K;MT=Variable;AC=UNIMOD:737	NT=TMT6plex;PP=Any N-term;MT=Variable;AC=UNIMOD:737	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	10 ppm	0.6 Da	SecondInstrument_Sample3_121115_Fr11.raw	ftp://ftp.pride.ebi.ac.uk/pride-archive/2020/11/PXD016999/SecondInstrument_Sample3_121115_Fr11.raw	Skin - Not Sun Exposed (Suprapubic)
PXD016999-Sample-24	Homo sapiens	Spleen	not available	not available	not available	not available	2	YEC4	not available	not available	tissue	run 371	proteomic profiling by mass spectrometry	TMT128N	NT=Orbitrap Fusion;AC=MS:1002416	11	1	CID	35% NCE	AC=MS:1001251;NT=Trypsin	NT=TMT6plex;TA=K;MT=Variable;AC=UNIMOD:737	NT=TMT6plex;PP=Any N-term;MT=Variable;AC=UNIMOD:737	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	10 ppm	0.6 Da	SecondInstrument_Sample3_121115_Fr11.raw	ftp://ftp.pride.ebi.ac.uk/pride-archive/2020/11/PXD016999/SecondInstrument_Sample3_121115_Fr11.raw	Spleen
PXD016999-Sample-25	Homo sapiens	Lung	not available	not available	not available	not available	2	13OW8	not available	not available	tissue	run 371	proteomic profiling by mass spectrometry	TMT128C	NT=Orbitrap Fusion;AC=MS:1002416	11	1	CID	35% NCE	AC=MS:1001251;NT=Trypsin	NT=TMT6plex;TA=K;MT=Variable;AC=UNIMOD:737	NT=TMT6plex;PP=Any N-term;MT=Variable;AC=UNIMOD:737	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	10 ppm	0.6 Da	SecondInstrument_Sample3_121115_Fr11.raw	ftp://ftp.pride.ebi.ac.uk/pride-archive/2020/11/PXD016999/SecondInstrument_Sample3_121115_Fr11.raw	Lung
PXD016999-Sample-26	Homo sapiens	Pancreas	not available	not available	not available	not available	2	YEC4	not available	not available	tissue	run 371	proteomic profiling by mass spectrometry	TMT129N	NT=Orbitrap Fusion;AC=MS:1002416	11	1	CID	35% NCE	AC=MS:1001251;NT=Trypsin	NT=TMT6plex;TA=K;MT=Variable;AC=UNIMOD:737	NT=TMT6plex;PP=Any N-term;MT=Variable;AC=UNIMOD:737	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	10 ppm	0.6 Da	SecondInstrument_Sample3_121115_Fr11.raw	ftp://ftp.pride.ebi.ac.uk/pride-archive/2020/11/PXD016999/SecondInstrument_Sample3_121115_Fr11.raw	Pancreas
PXD016999-Sample-27	Homo sapiens	heart atrial appendage	not available	not available	not available	not available	2	13D11	not available	not available	tissue	run 371	proteomic profiling by mass spectrometry	TMT129C	NT=Orbitrap Fusion;AC=MS:1002416	11	1	CID	35% NCE	AC=MS:1001251;NT=Trypsin	NT=TMT6plex;TA=K;MT=Variable;AC=UNIMOD:737	NT=TMT6plex;PP=Any N-term;MT=Variable;AC=UNIMOD:737	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	10 ppm	0.6 Da	SecondInstrument_Sample3_121115_Fr11.raw	ftp://ftp.pride.ebi.ac.uk/pride-archive/2020/11/PXD016999/SecondInstrument_Sample3_121115_Fr11.raw	heart atrial appendage
PXD016999-Sample-28	Homo sapiens	thyroid gland	not available	not available	not available	not available	2	13FTW	not available	not available	tissue	run 371	proteomic profiling by mass spectrometry	TMT130N	NT=Orbitrap Fusion;AC=MS:1002416	11	1	CID	35% NCE	AC=MS:1001251;NT=Trypsin	NT=TMT6plex;TA=K;MT=Variable;AC=UNIMOD:737	NT=TMT6plex;PP=Any N-term;MT=Variable;AC=UNIMOD:737	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	10 ppm	0.6 Da	SecondInstrument_Sample3_121115_Fr11.raw	ftp://ftp.pride.ebi.ac.uk/pride-archive/2020/11/PXD016999/SecondInstrument_Sample3_121115_Fr11.raw	thyroid gland
PXD016999-Sample-29	Homo sapiens	Esophagus Gastroesophageal Junction	not available	not available	not available	not available	2	12WSD	not available	not available	tissue	run 371	proteomic profiling by mass spectrometry	TMT130C	NT=Orbitrap Fusion;AC=MS:1002416	11	1	CID	35% NCE	AC=MS:1001251;NT=Trypsin	NT=TMT6plex;TA=K;MT=Variable;AC=UNIMOD:737	NT=TMT6plex;PP=Any N-term;MT=Variable;AC=UNIMOD:737	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	10 ppm	0.6 Da	SecondInstrument_Sample3_121115_Fr11.raw	ftp://ftp.pride.ebi.ac.uk/pride-archive/2020/11/PXD016999/SecondInstrument_Sample3_121115_Fr11.raw	Esophagus Gastroesophageal Junction
PXD016999-Sample-30	Homo sapiens	Norm	not available	not available	not available	not available	1	pool	not available	not available	tissue	run 371	proteomic profiling by mass spectrometry	TMT131	NT=Orbitrap Fusion;AC=MS:1002416	11	1	CID	35% NCE	AC=MS:1001251;NT=Trypsin	NT=TMT6plex;TA=K;MT=Variable;AC=UNIMOD:737	NT=TMT6plex;PP=Any N-term;MT=Variable;AC=UNIMOD:737	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	10 ppm	0.6 Da	SecondInstrument_Sample3_121115_Fr11.raw	ftp://ftp.pride.ebi.ac.uk/pride-archive/2020/11/PXD016999/SecondInstrument_Sample3_121115_Fr11.raw	Norm
PXD016999-Sample-21	Homo sapiens	Norm	not available	not available	not available	not available	1	pool	not available	not available	tissue	run 372	proteomic profiling by mass spectrometry	TMT126	NT=Orbitrap Fusion;AC=MS:1002416	12	1	CID	35% NCE	AC=MS:1001251;NT=Trypsin	NT=TMT6plex;TA=K;MT=Variable;AC=UNIMOD:737	NT=TMT6plex;PP=Any N-term;MT=Variable;AC=UNIMOD:737	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	10 ppm	0.6 Da	SecondInstrument_Sample3_121115_Fr12.raw	ftp://ftp.pride.ebi.ac.uk/pride-archive/2020/11/PXD016999/SecondInstrument_Sample3_121115_Fr12.raw	Norm
PXD016999-Sample-22	Homo sapiens	Liver	not available	not available	not available	not available	1	U3ZN	not available	not available	tissue	run 372	proteomic profiling by mass spectrometry	TMT127N	NT=Orbitrap Fusion;AC=MS:1002416	12	1	CID	35% NCE	AC=MS:1001251;NT=Trypsin	NT=TMT6plex;TA=K;MT=Variable;AC=UNIMOD:737	NT=TMT6plex;PP=Any N-term;MT=Variable;AC=UNIMOD:737	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	10 ppm	0.6 Da	SecondInstrument_Sample3_121115_Fr12.raw	ftp://ftp.pride.ebi.ac.uk/pride-archive/2020/11/PXD016999/SecondInstrument_Sample3_121115_Fr12.raw	Liver
PXD016999-Sample-23	Homo sapiens	Skin - Not Sun Exposed (Suprapubic)	not available	not available	not available	not available	1	11GSP	not available	not available	tissue	run 372	proteomic profiling by mass spectrometry	TMT127C	NT=Orbitrap Fusion;AC=MS:1002416	12	1	CID	35% NCE	AC=MS:1001251;NT=Trypsin	NT=TMT6plex;TA=K;MT=Variable;AC=UNIMOD:737	NT=TMT6plex;PP=Any N-term;MT=Variable;AC=UNIMOD:737	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	10 ppm	0.6 Da	SecondInstrument_Sample3_121115_Fr12.raw	ftp://ftp.pride.ebi.ac.uk/pride-archive/2020/11/PXD016999/SecondInstrument_Sample3_121115_Fr12.raw	Skin - Not Sun Exposed (Suprapubic)
PXD016999-Sample-24	Homo sapiens	Spleen	not available	not available	not available	not available	2	YEC4	not available	not available	tissue	run 372	proteomic profiling by mass spectrometry	TMT128N	NT=Orbitrap Fusion;AC=MS:1002416	12	1	CID	35% NCE	AC=MS:1001251;NT=Trypsin	NT=TMT6plex;TA=K;MT=Variable;AC=UNIMOD:737	NT=TMT6plex;PP=Any N-term;MT=Variable;AC=UNIMOD:737	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	10 ppm	0.6 Da	SecondInstrument_Sample3_121115_Fr12.raw	ftp://ftp.pride.ebi.ac.uk/pride-archive/2020/11/PXD016999/SecondInstrument_Sample3_121115_Fr12.raw	Spleen
PXD016999-Sample-25	Homo sapiens	Lung	not available	not available	not available	not available	2	13OW8	not available	not available	tissue	run 372	proteomic profiling by mass spectrometry	TMT128C	NT=Orbitrap Fusion;AC=MS:1002416	12	1	CID	35% NCE	AC=MS:1001251;NT=Trypsin	NT=TMT6plex;TA=K;MT=Variable;AC=UNIMOD:737	NT=TMT6plex;PP=Any N-term;MT=Variable;AC=UNIMOD:737	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	10 ppm	0.6 Da	SecondInstrument_Sample3_121115_Fr12.raw	ftp://ftp.pride.ebi.ac.uk/pride-archive/2020/11/PXD016999/SecondInstrument_Sample3_121115_Fr12.raw	Lung
PXD016999-Sample-26	Homo sapiens	Pancreas	not available	not available	not available	not available	2	YEC4	not available	not available	tissue	run 372	proteomic profiling by mass spectrometry	TMT129N	NT=Orbitrap Fusion;AC=MS:1002416	12	1	CID	35% NCE	AC=MS:1001251;NT=Trypsin	NT=TMT6plex;TA=K;MT=Variable;AC=UNIMOD:737	NT=TMT6plex;PP=Any N-term;MT=Variable;AC=UNIMOD:737	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	10 ppm	0.6 Da	SecondInstrument_Sample3_121115_Fr12.raw	ftp://ftp.pride.ebi.ac.uk/pride-archive/2020/11/PXD016999/SecondInstrument_Sample3_121115_Fr12.raw	Pancreas
PXD016999-Sample-27	Homo sapiens	heart atrial appendage	not available	not available	not available	not available	2	13D11	not available	not available	tissue	run 372	proteomic profiling by mass spectrometry	TMT129C	NT=Orbitrap Fusion;AC=MS:1002416	12	1	CID	35% NCE	AC=MS:1001251;NT=Trypsin	NT=TMT6plex;TA=K;MT=Variable;AC=UNIMOD:737	NT=TMT6plex;PP=Any N-term;MT=Variable;AC=UNIMOD:737	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	10 ppm	0.6 Da	SecondInstrument_Sample3_121115_Fr12.raw	ftp://ftp.pride.ebi.ac.uk/pride-archive/2020/11/PXD016999/SecondInstrument_Sample3_121115_Fr12.raw	heart atrial appendage
PXD016999-Sample-28	Homo sapiens	thyroid gland	not available	not available	not available	not available	2	13FTW	not available	not available	tissue	run 372	proteomic profiling by mass spectrometry	TMT130N	NT=Orbitrap Fusion;AC=MS:1002416	12	1	CID	35% NCE	AC=MS:1001251;NT=Trypsin	NT=TMT6plex;TA=K;MT=Variable;AC=UNIMOD:737	NT=TMT6plex;PP=Any N-term;MT=Variable;AC=UNIMOD:737	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	10 ppm	0.6 Da	SecondInstrument_Sample3_121115_Fr12.raw	ftp://ftp.pride.ebi.ac.uk/pride-archive/2020/11/PXD016999/SecondInstrument_Sample3_121115_Fr12.raw	thyroid gland
PXD016999-Sample-29	Homo sapiens	Esophagus Gastroesophageal Junction	not available	not available	not available	not available	2	12WSD	not available	not available	tissue	run 372	proteomic profiling by mass spectrometry	TMT130C	NT=Orbitrap Fusion;AC=MS:1002416	12	1	CID	35% NCE	AC=MS:1001251;NT=Trypsin	NT=TMT6plex;TA=K;MT=Variable;AC=UNIMOD:737	NT=TMT6plex;PP=Any N-term;MT=Variable;AC=UNIMOD:737	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	10 ppm	0.6 Da	SecondInstrument_Sample3_121115_Fr12.raw	ftp://ftp.pride.ebi.ac.uk/pride-archive/2020/11/PXD016999/SecondInstrument_Sample3_121115_Fr12.raw	Esophagus Gastroesophageal Junction
PXD016999-Sample-30	Homo sapiens	Norm	not available	not available	not available	not available	1	pool	not available	not available	tissue	run 372	proteomic profiling by mass spectrometry	TMT131	NT=Orbitrap Fusion;AC=MS:1002416	12	1	CID	35% NCE	AC=MS:1001251;NT=Trypsin	NT=TMT6plex;TA=K;MT=Variable;AC=UNIMOD:737	NT=TMT6plex;PP=Any N-term;MT=Variable;AC=UNIMOD:737	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	10 ppm	0.6 Da	SecondInstrument_Sample3_121115_Fr12.raw	ftp://ftp.pride.ebi.ac.uk/pride-archive/2020/11/PXD016999/SecondInstrument_Sample3_121115_Fr12.raw	Norm
PXD016999-Sample-31	Homo sapiens	Norm	not available	not available	not available	not available	1	pool	not available	not available	tissue	run 373	proteomic profiling by mass spectrometry	TMT126	NT=Orbitrap Fusion;AC=MS:1002416	1	1	CID	35% NCE	AC=MS:1001251;NT=Trypsin	NT=TMT6plex;TA=K;MT=Variable;AC=UNIMOD:737	NT=TMT6plex;PP=Any N-term;MT=Variable;AC=UNIMOD:737	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	10 ppm	0.6 Da	SecondInstrument_Sample4_S2R4_062216_Fr01.raw	ftp://ftp.pride.ebi.ac.uk/pride-archive/2020/11/PXD016999/SecondInstrument_Sample4_S2R4_062216_Fr01.raw	Norm
PXD016999-Sample-32	Homo sapiens	Vagina	not available	not available	not available	not available	1	11DXX	not available	not available	tissue	run 373	proteomic profiling by mass spectrometry	TMT127N	NT=Orbitrap Fusion;AC=MS:1002416	1	1	CID	35% NCE	AC=MS:1001251;NT=Trypsin	NT=TMT6plex;TA=K;MT=Variable;AC=UNIMOD:737	NT=TMT6plex;PP=Any N-term;MT=Variable;AC=UNIMOD:737	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	10 ppm	0.6 Da	SecondInstrument_Sample4_S2R4_062216_Fr01.raw	ftp://ftp.pride.ebi.ac.uk/pride-archive/2020/11/PXD016999/SecondInstrument_Sample4_S2R4_062216_Fr01.raw	Vagina
PXD016999-Sample-33	Homo sapiens	aorta	not available	not available	not available	not available	2	1211K	not available	not available	tissue	run 373	proteomic profiling by mass spectrometry	TMT127C	NT=Orbitrap Fusion;AC=MS:1002416	1	1	CID	35% NCE	AC=MS:1001251;NT=Trypsin	NT=TMT6plex;TA=K;MT=Variable;AC=UNIMOD:737	NT=TMT6plex;PP=Any N-term;MT=Variable;AC=UNIMOD:737	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	10 ppm	0.6 Da	SecondInstrument_Sample4_S2R4_062216_Fr01.raw	ftp://ftp.pride.ebi.ac.uk/pride-archive/2020/11/PXD016999/SecondInstrument_Sample4_S2R4_062216_Fr01.raw	aorta
PXD016999-Sample-34	Homo sapiens	Pancreas	not available	not available	not available	not available	3	1399R	not available	not available	tissue	run 373	proteomic profiling by mass spectrometry	TMT128N	NT=Orbitrap Fusion;AC=MS:1002416	1	1	CID	35% NCE	AC=MS:1001251;NT=Trypsin	NT=TMT6plex;TA=K;MT=Variable;AC=UNIMOD:737	NT=TMT6plex;PP=Any N-term;MT=Variable;AC=UNIMOD:737	NT=Acetyl; MT=Variable; PP=Protein N-term; AC=UNIMOD:1	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	10 ppm	0.6 Da	SecondInstrument_Sample4_S2R4_062216_Fr01.raw	ftp://ftp.pride.ebi.ac.uk/pride-archive/2020/11/PXD016999/SecondInstrument_Sample4_S2R4_062216_Fr01.raw	Pancreas
